user_id,order_id,order_date,item_price,quantity,city,category,channel
135,1156,2024-01-06 00:00:00,82.41,3,Bogota,Electronics,App
72,1037,2024-01-06 01:00:00,92.2,1,Bogota,Home,Web
12,1096,2024-01-06 02:00:00,122.12,4,Medellin,Fashion,App
162,1288,2024-01-06 03:00:00,105.56,1,Medellin,Fashion,App
33,1253,2024-01-06 04:00:00,184.28,1,Medellin,Electronics,Web
48,1195,2024-01-06 05:00:00,101.91,5,Medellin,Home,Web
151,1085,2024-01-06 06:00:00,198.47,4,Medellin,Home,Web
62,1009,2024-01-06 07:00:00,171.03,3,Barranquilla,Electronics,App
37,1004,2024-01-06 08:00:00,45.66,3,Medellin,Home,App
99,1122,2024-01-06 09:00:00,186.47,4,Barranquilla,Electronics,Web
172,1117,2024-01-06 10:00:00,27.69,5,Medellin,Grocery,App
104,1293,2024-01-06 11:00:00,164.4,2,Barranquilla,Fashion,Web
35,1158,2024-01-06 12:00:00,79.22,1,Cali,Grocery,Web
193,1227,2024-01-06 13:00:00,176.2,5,Bogota,Beauty,Web
101,1215,2024-01-06 14:00:00,174.27,4,Barranquilla,Beauty,Web
175,1183,2024-01-06 15:00:00,162.16,1,Bogota,Beauty,App
131,1014,2024-01-06 16:00:00,159.06,3,Barranquilla,Electronics,Web
1,1156,2024-01-06 17:00:00,64.41,2,Medellin,Home,App
5,1135,2024-01-06 18:00:00,20.78,3,Bogota,Grocery,Web
142,1260,2024-01-06 19:00:00,83.58,4,Medellin,Grocery,Web
103,1156,2024-01-06 20:00:00,38.84,1,Barranquilla,Grocery,App
27,1046,2024-01-06 21:00:00,140.52,4,Bogota,Grocery,Web
137,1172,2024-01-06 22:00:00,72.49,1,Medellin,Beauty,Web
15,1129,2024-01-06 23:00:00,195.24,5,Cali,Grocery,Web
90,1094,2024-01-07 00:00:00,129.99,2,Cali,Home,App
42,1114,2024-01-07 01:00:00,165.38,5,Medellin,Beauty,Web
124,1242,2024-01-07 02:00:00,30.84,5,Bogota,Grocery,Web
179,1291,2024-01-07 03:00:00,173.09,4,Bogota,Electronics,Web
63,1281,2024-01-07 04:00:00,184.94,2,Medellin,Fashion,Web
96,1298,2024-01-07 05:00:00,99.98,1,Medellin,Fashion,App
52,1282,2024-01-07 06:00:00,123.22,1,Barranquilla,Fashion,Web
96,1068,2024-01-07 07:00:00,154.14,3,Bogota,Beauty,Web
132,1147,2024-01-07 08:00:00,39.09,1,Cali,Grocery,Web
151,1010,2024-01-07 09:00:00,103.0,4,Bogota,Beauty,Web
143,1253,2024-01-07 10:00:00,82.74,5,Bogota,Home,App
171,1037,2024-01-07 11:00:00,33.54,5,Medellin,Electronics,Web
29,1133,2024-01-07 12:00:00,76.67,5,Medellin,Electronics,App
36,1199,2024-01-07 13:00:00,18.29,2,Cali,Fashion,Web
13,1022,2024-01-07 14:00:00,10.03,1,Barranquilla,Fashion,Web
160,1217,2024-01-07 15:00:00,31.36,4,Medellin,Fashion,App
71,1140,2024-01-07 16:00:00,192.81,2,Barranquilla,Grocery,Web
187,1103,2024-01-07 17:00:00,112.16,3,Barranquilla,Home,App
86,1209,2024-01-07 18:00:00,193.34,4,Medellin,Home,App
28,1110,2024-01-07 19:00:00,89.34,4,Cali,Home,Web
66,1103,2024-01-07 20:00:00,65.8,4,Medellin,Home,Web
170,1170,2024-01-07 21:00:00,103.7,5,Bogota,Fashion,App
45,1132,2024-01-07 22:00:00,90.7,4,Cali,Electronics,Web
62,1292,2024-01-07 23:00:00,25.6,1,Bogota,Fashion,Web
185,1126,2024-01-08 00:00:00,129.96,4,Medellin,Home,Web
134,1105,2024-01-08 01:00:00,47.13,5,Cali,Fashion,Web
28,1091,2024-01-08 02:00:00,125.82,4,Bogota,Home,App
28,1286,2024-01-08 03:00:00,131.79,3,Bogota,Beauty,Web
108,1050,2024-01-08 04:00:00,34.64,3,Barranquilla,Electronics,Web
44,1028,2024-01-08 05:00:00,16.96,5,Medellin,Beauty,App
84,1295,2024-01-08 06:00:00,157.25,1,Bogota,Grocery,Web
30,1296,2024-01-08 07:00:00,94.66,1,Cali,Fashion,Web
190,1213,2024-01-08 08:00:00,16.34,2,Medellin,Grocery,App
75,1266,2024-01-08 09:00:00,199.0,5,Medellin,Fashion,Web
128,1256,2024-01-08 10:00:00,16.27,4,Barranquilla,Beauty,App
92,1100,2024-01-08 11:00:00,140.53,5,Cali,Home,App
190,1109,2024-01-08 12:00:00,196.82,2,Bogota,Home,Web
129,1181,2024-01-08 13:00:00,51.64,5,Cali,Fashion,Web
121,1000,2024-01-08 14:00:00,32.74,5,Barranquilla,Home,Web
27,1054,2024-01-08 15:00:00,28.67,2,Bogota,Beauty,Web
190,1148,2024-01-08 16:00:00,64.14,1,Bogota,Home,App
121,1136,2024-01-08 17:00:00,24.7,4,Bogota,Beauty,App
116,1201,2024-01-08 18:00:00,139.97,2,Cali,Grocery,Web
3,1116,2024-01-08 19:00:00,17.15,3,Medellin,Beauty,App
103,1153,2024-01-08 20:00:00,104.34,1,Medellin,Electronics,App
198,1290,2024-01-08 21:00:00,199.36,3,Barranquilla,Electronics,App
200,1062,2024-01-08 22:00:00,163.72,1,Cali,Electronics,Web
155,1243,2024-01-08 23:00:00,124.97,4,Bogota,Fashion,Web
137,1024,2024-01-09 00:00:00,64.72,4,Bogota,Fashion,Web
62,1089,2024-01-09 01:00:00,126.66,5,Medellin,Fashion,App
165,1074,2024-01-09 02:00:00,107.77,3,Bogota,Beauty,Web
51,1293,2024-01-09 03:00:00,88.09,1,Cali,Fashion,Web
172,1209,2024-01-09 04:00:00,30.49,4,Barranquilla,Grocery,Web
152,1016,2024-01-09 05:00:00,177.89,2,Bogota,Electronics,Web
59,1127,2024-01-09 06:00:00,92.71,4,Medellin,Beauty,Web
118,1250,2024-01-09 07:00:00,42.95,2,Cali,Electronics,App
160,1178,2024-01-09 08:00:00,76.71,1,Medellin,Fashion,Web
96,1181,2024-01-09 09:00:00,85.76,4,Bogota,Beauty,Web
180,1151,2024-01-09 10:00:00,166.37,4,Medellin,Home,Web
113,1024,2024-01-09 11:00:00,148.05,1,Bogota,Grocery,Web
62,1179,2024-01-09 12:00:00,155.01,4,Barranquilla,Fashion,Web
186,1197,2024-01-09 13:00:00,7.15,2,Bogota,Fashion,Web
52,1160,2024-01-09 14:00:00,86.15,4,Medellin,Grocery,Web
12,1176,2024-01-09 15:00:00,98.86,3,Medellin,Grocery,Web
39,1284,2024-01-09 16:00:00,8.74,5,Barranquilla,Home,Web
130,1062,2024-01-09 17:00:00,55.66,2,Bogota,Fashion,Web
131,1149,2024-01-09 18:00:00,153.26,3,Bogota,Fashion,App
113,1153,2024-01-09 19:00:00,31.74,1,Bogota,Electronics,App
101,1155,2024-01-09 20:00:00,109.39,2,Bogota,Beauty,Web
113,1048,2024-01-09 21:00:00,46.96,5,Bogota,Beauty,Web
184,1083,2024-01-09 22:00:00,7.36,5,Medellin,Electronics,App
81,1176,2024-01-09 23:00:00,52.03,1,Bogota,Beauty,Web
187,1147,2024-01-10 00:00:00,195.3,1,Bogota,Grocery,App
113,1117,2024-01-10 01:00:00,161.3,2,Cali,Beauty,App
2,1062,2024-01-10 02:00:00,192.12,4,Bogota,Beauty,Web
130,1188,2024-01-10 03:00:00,100.13,1,Bogota,Electronics,Web
54,1048,2024-01-10 04:00:00,26.4,4,Bogota,Home,App
87,1256,2024-01-10 05:00:00,111.85,3,Barranquilla,Beauty,Web
129,1223,2024-01-10 06:00:00,93.6,5,Bogota,Beauty,Web
147,1140,2024-01-10 07:00:00,169.65,4,Barranquilla,Home,Web
126,1214,2024-01-10 08:00:00,24.13,5,Cali,Electronics,Web
130,1210,2024-01-10 09:00:00,100.21,4,Bogota,Home,App
53,1031,2024-01-10 10:00:00,34.26,3,Barranquilla,Electronics,App
172,1157,2024-01-10 11:00:00,68.31,1,Bogota,Grocery,App
160,1284,2024-01-10 12:00:00,148.78,3,Bogota,Electronics,Web
198,1285,2024-01-10 13:00:00,97.82,1,Cali,Grocery,Web
160,1143,2024-01-10 14:00:00,78.3,1,Cali,Grocery,Web
68,1018,2024-01-10 15:00:00,81.92,5,Medellin,Electronics,Web
183,1017,2024-01-10 16:00:00,94.59,3,Bogota,Fashion,Web
184,1256,2024-01-10 17:00:00,158.08,4,Medellin,Electronics,App
123,1077,2024-01-10 18:00:00,178.96,3,Cali,Beauty,App
145,1174,2024-01-10 19:00:00,191.29,5,Bogota,Beauty,Web
38,1193,2024-01-10 20:00:00,158.45,1,Bogota,Fashion,App
24,1112,2024-01-10 21:00:00,66.5,5,Bogota,Grocery,Web
69,1113,2024-01-10 22:00:00,139.19,2,Bogota,Fashion,Web
116,1221,2024-01-10 23:00:00,90.33,2,Barranquilla,Beauty,App
98,1165,2024-01-11 00:00:00,54.66,4,Medellin,Fashion,Web
198,1131,2024-01-11 01:00:00,168.97,5,Barranquilla,Electronics,App
139,1263,2024-01-11 02:00:00,12.49,4,Bogota,Fashion,App
144,1054,2024-01-11 03:00:00,180.84,4,Cali,Grocery,Web
97,1130,2024-01-11 04:00:00,94.99,2,Bogota,Electronics,App
124,1287,2024-01-11 05:00:00,129.25,4,Bogota,Home,Web
187,1265,2024-01-11 06:00:00,133.57,2,Bogota,Beauty,Web
70,1161,2024-01-11 07:00:00,179.55,1,Bogota,Beauty,Web
93,1086,2024-01-11 08:00:00,129.15,5,Medellin,Fashion,Web
3,1054,2024-01-11 09:00:00,124.72,4,Barranquilla,Electronics,App
148,1287,2024-01-11 10:00:00,18.0,2,Cali,Home,Web
187,1177,2024-01-11 11:00:00,106.09,3,Bogota,Electronics,App
164,1007,2024-01-11 12:00:00,34.28,4,Bogota,Beauty,Web
147,1246,2024-01-11 13:00:00,148.8,1,Bogota,Electronics,Web
90,1254,2024-01-11 14:00:00,104.88,1,Medellin,Home,App
195,1053,2024-01-11 15:00:00,137.64,3,Cali,Fashion,Web
147,1248,2024-01-11 16:00:00,13.13,2,Barranquilla,Grocery,Web
148,1238,2024-01-11 17:00:00,21.53,4,Bogota,Electronics,Web
96,1228,2024-01-11 18:00:00,144.68,2,Medellin,Grocery,Web
199,1066,2024-01-11 19:00:00,19.06,1,Medellin,Beauty,Web
52,1050,2024-01-11 20:00:00,18.9,2,Cali,Fashion,App
161,1096,2024-01-11 21:00:00,7.36,1,Medellin,Fashion,Web
168,1091,2024-01-11 22:00:00,191.52,2,Cali,Electronics,Web
128,1263,2024-01-11 23:00:00,148.81,3,Cali,Fashion,App
39,1290,2024-01-12 00:00:00,73.88,5,Bogota,Electronics,Web
82,1095,2024-01-12 01:00:00,62.82,3,Cali,Electronics,App
104,1087,2024-01-12 02:00:00,73.19,3,Bogota,Grocery,Web
129,1077,2024-01-12 03:00:00,156.06,5,Cali,Fashion,Web
11,1287,2024-01-12 04:00:00,133.97,5,Medellin,Electronics,App
185,1119,2024-01-12 05:00:00,41.11,4,Medellin,Grocery,Web
178,1164,2024-01-12 06:00:00,38.95,4,Barranquilla,Home,App
151,1181,2024-01-12 07:00:00,24.19,3,Barranquilla,Grocery,Web
159,1222,2024-01-12 08:00:00,133.76,3,Cali,Grocery,Web
42,1006,2024-01-12 09:00:00,154.05,1,Medellin,Electronics,Web
99,1262,2024-01-12 10:00:00,56.68,1,Cali,Beauty,Web
7,1160,2024-01-12 11:00:00,9.08,4,Medellin,Beauty,App
144,1150,2024-01-12 12:00:00,21.02,4,Barranquilla,Beauty,Web
90,1084,2024-01-12 13:00:00,193.73,1,Medellin,Grocery,App
112,1146,2024-01-12 14:00:00,62.61,1,Barranquilla,Electronics,App
60,1111,2024-01-12 15:00:00,155.0,2,Barranquilla,Fashion,Web
113,1035,2024-01-12 16:00:00,126.81,2,Cali,Grocery,Web
2,1284,2024-01-12 17:00:00,79.48,1,Bogota,Grocery,App
129,1187,2024-01-12 18:00:00,45.11,2,Bogota,Electronics,App
48,1081,2024-01-12 19:00:00,28.67,5,Barranquilla,Home,Web
140,1001,2024-01-12 20:00:00,124.93,4,Bogota,Grocery,Web
197,1196,2024-01-12 21:00:00,156.05,4,Barranquilla,Home,Web
37,1010,2024-01-12 22:00:00,130.56,1,Medellin,Home,App
160,1233,2024-01-12 23:00:00,108.41,3,Medellin,Beauty,Web
9,1194,2024-01-13 00:00:00,13.18,1,Barranquilla,Electronics,App
99,1118,2024-01-13 01:00:00,193.86,2,Medellin,Home,Web
147,1019,2024-01-13 02:00:00,160.75,3,Medellin,Electronics,Web
48,1260,2024-01-13 03:00:00,62.1,2,Medellin,Beauty,Web
131,1292,2024-01-13 04:00:00,196.09,5,Bogota,Electronics,Web
148,1255,2024-01-13 05:00:00,122.37,2,Cali,Grocery,Web
152,1221,2024-01-13 06:00:00,118.57,5,Bogota,Home,Web
54,1225,2024-01-13 07:00:00,150.87,5,Barranquilla,Electronics,Web
120,1052,2024-01-13 08:00:00,163.3,2,Barranquilla,Fashion,Web
161,1279,2024-01-13 09:00:00,133.01,2,Bogota,Electronics,Web
152,1080,2024-01-13 10:00:00,29.98,5,Cali,Home,App
116,1201,2024-01-13 11:00:00,70.96,3,Medellin,Beauty,Web
75,1157,2024-01-13 12:00:00,185.98,5,Bogota,Beauty,Web
113,1119,2024-01-13 13:00:00,48.8,4,Barranquilla,Home,Web
200,1058,2024-01-13 14:00:00,77.57,5,Bogota,Grocery,App
164,1214,2024-01-13 15:00:00,89.25,3,Bogota,Grocery,Web
166,1127,2024-01-13 16:00:00,90.68,4,Medellin,Beauty,App
104,1223,2024-01-13 17:00:00,124.52,1,Medellin,Beauty,App
84,1208,2024-01-13 18:00:00,188.9,1,Medellin,Home,App
112,1114,2024-01-13 19:00:00,51.94,3,Cali,Grocery,Web
99,1208,2024-01-13 20:00:00,28.69,5,Medellin,Beauty,App
153,1013,2024-01-13 21:00:00,43.51,2,Medellin,Grocery,Web
93,1008,2024-01-13 22:00:00,177.95,3,Bogota,Beauty,Web
146,1039,2024-01-13 23:00:00,130.93,4,Bogota,Electronics,App
128,1236,2024-01-14 00:00:00,60.75,4,Bogota,Fashion,Web
110,1280,2024-01-14 01:00:00,164.11,1,Bogota,Electronics,App
82,1200,2024-01-14 02:00:00,172.97,4,Medellin,Beauty,Web
194,1245,2024-01-14 03:00:00,170.07,3,Bogota,Fashion,App
54,1277,2024-01-14 04:00:00,184.19,4,Bogota,Fashion,Web
163,1234,2024-01-14 05:00:00,54.19,3,Bogota,Beauty,Web
189,1003,2024-01-14 06:00:00,152.23,2,Barranquilla,Beauty,Web
169,1153,2024-01-14 07:00:00,94.81,1,Barranquilla,Grocery,App
161,1028,2024-01-14 08:00:00,169.19,4,Medellin,Beauty,Web
68,1108,2024-01-14 09:00:00,147.06,3,Barranquilla,Home,Web
33,1097,2024-01-14 10:00:00,156.41,5,Cali,Beauty,Web
142,1214,2024-01-14 11:00:00,132.95,1,Medellin,Home,App
21,1292,2024-01-14 12:00:00,39.6,2,Bogota,Beauty,Web
48,1074,2024-01-14 13:00:00,111.28,3,Cali,Grocery,Web
148,1145,2024-01-14 14:00:00,197.01,2,Cali,Home,Web
128,1127,2024-01-14 15:00:00,187.79,2,Medellin,Electronics,Web
136,1041,2024-01-14 16:00:00,13.42,4,Cali,Home,Web
135,1040,2024-01-14 17:00:00,37.14,4,Medellin,Grocery,Web
195,1033,2024-01-14 18:00:00,30.69,3,Cali,Home,App
145,1016,2024-01-14 19:00:00,146.57,5,Barranquilla,Beauty,Web
128,1164,2024-01-14 20:00:00,164.47,3,Bogota,Beauty,Web
33,1152,2024-01-14 21:00:00,46.63,5,Cali,Grocery,Web
176,1075,2024-01-14 22:00:00,103.64,2,Medellin,Fashion,App
187,1086,2024-01-14 23:00:00,168.94,1,Cali,Beauty,App
115,1116,2024-01-15 00:00:00,147.9,3,Cali,Electronics,App
119,1026,2024-01-15 01:00:00,110.74,3,Bogota,Grocery,Web
22,1286,2024-01-15 02:00:00,120.12,5,Medellin,Home,Web
158,1133,2024-01-15 03:00:00,104.13,2,Bogota,Home,Web
38,1218,2024-01-15 04:00:00,63.02,2,Cali,Electronics,Web
109,1167,2024-01-15 05:00:00,115.18,5,Medellin,Beauty,Web
51,1097,2024-01-15 06:00:00,139.33,2,Cali,Grocery,App
182,1267,2024-01-15 07:00:00,175.3,4,Bogota,Electronics,App
8,1236,2024-01-15 08:00:00,129.08,1,Medellin,Beauty,App
27,1172,2024-01-15 09:00:00,153.42,3,Bogota,Grocery,Web
27,1189,2024-01-15 10:00:00,36.21,1,Barranquilla,Home,App
21,1121,2024-01-15 11:00:00,95.0,3,Barranquilla,Grocery,Web
30,1045,2024-01-15 12:00:00,6.82,4,Barranquilla,Fashion,Web
97,1063,2024-01-15 13:00:00,53.1,2,Cali,Grocery,App
28,1129,2024-01-15 14:00:00,146.66,5,Cali,Fashion,Web
111,1192,2024-01-15 15:00:00,198.4,4,Bogota,Grocery,Web
192,1180,2024-01-15 16:00:00,24.34,1,Bogota,Fashion,Web
197,1291,2024-01-15 17:00:00,83.29,5,Medellin,Home,App
61,1281,2024-01-15 18:00:00,161.01,2,Cali,Beauty,App
48,1028,2024-01-15 19:00:00,44.79,4,Barranquilla,Fashion,Web
147,1148,2024-01-15 20:00:00,113.24,5,Bogota,Fashion,App
4,1266,2024-01-15 21:00:00,147.95,4,Barranquilla,Home,Web
35,1295,2024-01-15 22:00:00,125.12,4,Cali,Fashion,Web
192,1010,2024-01-15 23:00:00,41.66,2,Medellin,Electronics,App
49,1163,2024-01-16 00:00:00,74.3,3,Bogota,Home,App
17,1112,2024-01-16 01:00:00,157.84,5,Bogota,Electronics,App
172,1186,2024-01-16 02:00:00,113.07,2,Medellin,Home,Web
158,1294,2024-01-16 03:00:00,6.02,4,Cali,Fashion,App
46,1231,2024-01-16 04:00:00,153.39,2,Bogota,Electronics,App
117,1226,2024-01-16 05:00:00,11.89,3,Medellin,Fashion,App
6,1097,2024-01-16 06:00:00,150.42,5,Barranquilla,Home,Web
99,1054,2024-01-16 07:00:00,44.48,3,Cali,Fashion,App
124,1110,2024-01-16 08:00:00,191.82,1,Barranquilla,Electronics,Web
37,1151,2024-01-16 09:00:00,76.75,5,Bogota,Electronics,Web
24,1245,2024-01-16 10:00:00,68.75,3,Bogota,Fashion,Web
93,1068,2024-01-16 11:00:00,34.03,4,Cali,Grocery,Web
46,1288,2024-01-16 12:00:00,64.59,5,Medellin,Home,Web
181,1249,2024-01-16 13:00:00,175.95,5,Bogota,Home,App
95,1035,2024-01-16 14:00:00,199.29,2,Bogota,Fashion,Web
99,1238,2024-01-16 15:00:00,76.82,4,Medellin,Grocery,App
188,1147,2024-01-16 16:00:00,92.48,1,Bogota,Electronics,Web
116,1226,2024-01-16 17:00:00,145.8,3,Bogota,Beauty,Web
191,1243,2024-01-16 18:00:00,177.81,2,Bogota,Beauty,Web
160,1200,2024-01-16 19:00:00,120.64,3,Bogota,Fashion,Web
161,1153,2024-01-16 20:00:00,81.35,1,Medellin,Grocery,Web
67,1072,2024-01-16 21:00:00,85.46,1,Medellin,Grocery,Web
128,1200,2024-01-16 22:00:00,140.65,5,Cali,Home,Web
